,id,age,gender,activities,bike,run,swim,other,1s_critical_power,15s_critical_power,2m_critical_power,3m_critical_power,5m_critical_power,8m_critical_power,10m_critical_power,20m_critical_power,30m_critical_power,1m_peak_wpk,5m_peak_wpk,10m_peak_wpk,20m_peak_wpk,30m_peak_wpk,weightkg,weightstd,W,CP,Pmax,CP WPK,W WPK,Pmax WPK
97,0cc3dc99-e381-4cbe-805f-9a484411a5b7,0,M,180,64,71,45,0,987.0,722.13333,423.7,370.36667,355.73,349.95207999999997,346.34833,314.30917,306.10611,5.97548,4.08885,3.9810199999999996,3.61275,3.5184599999999997,87.0,0.4843933025015725,19420.120399345295,301.60265016366617,987.0,3.466697128318002,223.21977470511834,11.344827586206897
98,2ab0de4c-0ad5-4fe5-a7e7-62c1f15d10ed,40,M,515,482,3,0,30,1312.0,1024.73333,468.71667,456.60555999999997,425.57333,379.98125,377.94667000000004,356.4,338.44722,6.616860000000001,5.00675,4.44643,4.19294,3.98173,85.0,0.0,21271.79981342063,339.0003266448445,1312.0,3.9882391369981707,250.25646839318387,15.435294117647059
100,6e835e36-9f7e-4012-a635-35614f1411f3,36,M,200,195,0,0,5,1250.0,841.33333,408.55832999999996,374.11667,295.49332999999996,279.84375,263.89167000000003,260.22333,247.01111,6.2792699999999995,3.8375800000000004,3.4271599999999998,3.37952,3.2079400000000002,77.275,0.4476347667709811,19462.333198036038,241.63401049099835,1250.0,3.1269364023422623,251.85808085455886,16.175994823681656
101,e32dbd06-a26e-4b6c-956e-e225ae694288,0,M,252,209,0,0,43,1138.0,904.73333,425.29167,418.59443999999996,381.59,366.4,344.52833,339.2225,303.95472,8.16875,5.29986,4.78512,4.7114199999999995,4.22159,72.0,0.0,16602.473509001633,324.6313427495909,1138.0,4.508768649299873,230.5899098472449,15.805555555555555
102,e3c2ec58-ffb8-45f3-810f-015f823cbe4a,54,M,875,39,0,0,836,1017.0,844.66667,398.48332999999997,373.62778,342.71333,323.81667000000004,314.83167000000003,288.47832999999997,274.49944,7.08333,4.8959,4.4976,4.1211199999999995,3.92142,70.0,0.0,22308.10292307692,271.75836923076923,1017.0,3.8822624175824174,318.6871846153846,14.528571428571428
103,9b066de8-a596-4f7d-a226-b207b92f1cf7,35,M,219,218,0,0,1,1234.0,795.6,414.78333,390.18332999999996,355.85332999999997,327.25208,320.08,278.265,262.45611,7.92422,5.04042,4.53371,3.9414300000000004,3.71751,70.60000000000002,2.8486822252123023e-14,30958.710864157125,255.87201396072012,1234.0,3.6242494895286126,438.5086524668147,17.478753541076482
104,42ffef73-a952-43b3-93a5-9685d4a740bf,36,M,622,618,0,0,4,1420.0,958.4,393.55,342.60556,303.20667000000003,295.23332999999997,291.195,268.52833,253.56832999999997,6.93645,4.36269,4.1898599999999995,3.86372,3.6484699999999997,69.5,0.0,18588.48437970542,254.46262507364975,1420.0,3.661332734872658,267.4602069022363,20.431654676258994
106,ea01a980-b0c2-47c1-adff-428b3f492d58,42,M,201,156,1,0,44,2054.0,654.8,377.2,363.07777999999996,312.23332999999997,295.09583,287.80667,262.465,243.43332999999998,5.4747699999999995,4.21937,3.8892800000000003,3.54682,3.2896400000000003,74.0,0.0,23675.018189852737,243.8788325368248,2054.0,3.295659899146281,319.9326782412532,27.756756756756758
111,9866ae03-6a1c-414a-929c-5ba8fa00abed,41,M,1514,796,6,0,712,1164.0,868.1333300000001,434.54167,379.82222,368.97667,357.53958,352.42332999999996,342.89583,336.11111,8.16641,5.67656,5.4219,5.27532,5.17094,65.0,0.0,9238.841391162074,335.7563522094926,1164.0,5.165482341684502,142.13602140249344,17.907692307692308
113,144fc67b-6a27-43d6-a295-1b5f619ad08d,48,M,202,200,2,0,0,1132.0,689.86667,334.25,307.0,296.41667,289.18332999999996,274.61,253.9,231.15167000000002,6.13146,4.17488,3.86775,3.57606,3.2556599999999998,71.0,0.0,17145.429800327314,241.84238991816696,1132.0,3.4062308439178444,241.48492676517344,15.943661971830986
114,633de829-8fab-49fd-b612-39cf33f0d9b5,61,M,11,11,0,0,0,1000.0,711.63,282.43227,272.47346,258.71127,231.34089,222.79572000000002,177.83700000000002,164.67779,5.2979400000000005,3.59321,3.09439,2.46996,2.2871900000000003,72.0,0.0,30040.218559738132,157.32106006546647,1006.0,2.185014723131479,417.22525777414074,13.972222222222221
115,74de8803-b2b8-4a5f-b885-6c5f1178089c,47,M,537,462,64,0,11,1024.0,843.8,381.7,369.72778,352.73332999999997,326.81875,311.18833,267.60917,258.09193999999997,4.695180000000001,4.2498,3.74926,3.19308,3.10954,84.02607076350094,0.6658444998408108,31909.48586906714,245.37807273322423,1024.0,2.9202611820783964,379.7569680353054,12.186693852222861
116,edd16bc2-f661-4855-9d42-08f47bd7982e,47,M,733,412,113,60,148,1095.0,802.0,376.78333,342.65,324.94667000000004,316.49792,314.21667,296.46,265.75722,8.023019999999999,5.1578800000000005,4.98757,4.70571,4.218369999999999,63.0,0.0,12822.343237315887,287.2311506710311,1095.0,4.559224613825891,203.5292577351728,17.38095238095238
117,9dc43345-6dc4-4783-9f7e-14f3476957c2,46,M,152,152,0,0,0,1538.0,550.53333,292.125,285.30556,271.79,252.49582999999998,239.37332999999998,227.50625,212.28417000000002,3.52293,2.90026,2.55435,2.42771,2.2652799999999997,93.71218,0.0,14371.717090016347,216.13724749590835,1538.0,2.306394403544004,153.36018316953405,16.41195413445723
118,891df702-afce-4a77-8e08-d19d2e7ade9d,32,M,447,228,26,7,186,1915.0,782.6,441.6,426.23332999999997,354.37667000000005,346.90207999999996,343.6,330.40583,311.48722000000004,6.02195,4.32167,4.19024,4.02934,3.7986199999999997,82.0,0.0,17990.79595090021,314.60114227495905,1915.0,3.836599296036086,219.39995062073427,23.353658536585368
119,1effa9aa-10c3-4ecc-9ab7-55542cb3ee8c,38,M,491,423,2,5,61,1201.0,943.4,498.15833,441.40556,395.21,370.8125,362.97832999999997,350.27167000000003,315.57833,9.36201,5.81191,5.371580000000001,5.24659,4.64086,68.42769857433808,1.5902273610957507,18068.99843862519,334.66667034369885,1201.0,4.890807046215731,264.0597128806765,17.55137210548247
122,812a4917-4a01-4d3a-bdcc-710eb827cad1,30,M,94,93,0,0,1,854.0,694.13333,385.03333,347.17778,306.21667,295.01667000000003,285.36,265.05582999999996,258.01944,5.7278400000000005,3.60255,3.3571800000000005,3.1183,3.03552,85.0,0.0,19903.470638297906,249.49964042553182,854.0,2.9352898873591977,234.1584780976224,10.047058823529412
123,b5342e02-3fc5-44fa-80ec-28cab99ee589,40,M,349,124,147,0,78,2000.0,894.5333300000001,380.075,363.92222000000004,312.97333,280.02292,281.50167000000005,270.59833,250.31832999999997,7.54512,4.17298,3.82995,3.68161,3.35998,74.05444126074498,1.636285406390409,15931.118700490973,256.02094487725043,2000.0,3.4571990621845776,215.12712038968272,27.007158057651385
124,82c240a4-d6a6-4ffd-9235-bc63745a2cb4,58,M,25,3,21,1,0,339.0,244.8,215.63332999999997,210.28611,200.59833,186.46458,185.81,165.10667,160.99778,3.93736,3.45859,3.20362,2.84667,2.77582,58.0,0.0,13414.09252045826,155.81793988543373,339.0,2.686516204921271,231.27745724928033,5.844827586206897
128,4811e192-3975-4a9a-88c5-170bc246988f,50,M,164,63,28,15,58,850.0,627.26667,344.88333,304.03333,280.7,258.12917000000004,258.565,240.91832999999997,234.20111,6.03226,3.5987199999999997,3.31494,3.0887,3.00258,78.0,0.0,14504.34387888707,229.61448027823238,850.0,2.943775388182466,185.95312665239834,10.897435897435898
130,21c0679e-c980-4b3d-a4af-eec220decdb6,29,M,54,54,0,0,0,1298.0,926.26667,480.39167000000003,457.68332999999996,431.14,389.5375,382.27167000000003,357.4,341.11667,8.69815,5.98806,5.30933,4.96389,4.73773,72.0,0.0,23461.160484451684,338.9265688870704,1298.0,4.707313456764867,325.84945117294006,18.02777777777778
131,58ca145c-818c-412d-b2fc-027c30e71c9e,38,M,183,121,22,10,30,1942.0,782.06667,382.95,374.96667,358.13333,335.75625,314.81167,302.13083,273.99944,6.45476,5.1161900000000005,4.49731,4.31615,3.91428,70.0,0.0,18157.509957446833,287.58982063829785,1942.0,4.108426009118541,259.39299939209764,27.742857142857144
132,e95f2424-ef10-4139-9fa1-fbf1c328d38d,58,M,21,21,0,0,0,606.0,434.06667000000004,216.63332999999997,196.55,189.12333,178.82291999999998,177.84333,176.07917,165.41556,4.13243,2.83543,2.6663200000000002,2.63987,2.4799900000000004,66.70000000000002,1.4561792860887976e-14,3524.2832700490835,172.81214248772505,606.0,2.5908866939688906,52.837830135668405,9.085457271364316
133,f50b9dab-22b8-412f-a9bb-d49d48e28a1f,53,M,102,93,9,0,0,951.0,795.4,398.18332999999996,363.72778,335.85667,302.0875,283.99,265.05,249.46889,5.884869999999999,4.419169999999999,3.73671,3.4875,3.28249,76.0,0.0,23241.967561374797,246.32484965630115,951.0,3.2411164428460677,305.8153626496684,12.513157894736842
135,40a4f7cf-dc07-4e3a-ad90-5a3545e75961,34,M,400,225,164,3,8,857.0,712.26667,289.74167,260.68889,243.44667,235.8,233.295,230.84832999999998,204.58278,5.1881,3.47781,3.33279,3.2978300000000003,2.9226099999999997,70.0,0.0,5300.63187888707,225.97580027823238,857.0,3.228225718260463,75.72331255552957,12.242857142857142
136,1e0a8db8-ed03-4bef-acbc-2c68944a3671,43,M,935,871,18,0,46,1625.0,1001.66667,494.15,471.01667000000003,437.04332999999997,401.12082999999996,394.075,370.57,339.03694,7.78654,5.60312,5.05224,4.7509,4.34663,78.0,0.0,22958.669194762682,352.28265130932897,1625.0,4.5164442475555,294.3419127533677,20.833333333333332
137,b7f70895-ea8c-4b3d-a39c-7f2391ab8c11,33,M,472,472,0,0,0,1307.0,1021.26667,419.01667000000003,392.88889,372.66,301.86458,297.515,289.775,262.81611000000004,9.10548,5.42293,4.32943,4.2168,3.787,69.3482170762712,0.17757270236674488,17235.56742716857,273.541353207856,1307.0,3.944461223956302,248.53656162799962,18.846915682958702
138,7d917e93-1e2d-4469-8a8f-7d981cd81145,44,M,558,0,0,0,558,1134.0,826.0,395.25833,376.79444,338.31333,324.69583,312.745,295.85417,294.12556,6.68049,4.8718699999999995,4.6195699999999995,4.31904,4.2938,69.7005376344086,3.620550222204837,18985.04788870705,280.6539878232406,1134.0,4.026568479217755,272.380221631674,16.269601906774756
139,4de0f4c4-a031-471e-8601-397f4f005b07,25,M,92,91,0,0,1,1224.0,1000.33333,436.86667,375.82777999999996,342.99,315.48542000000003,308.595,296.8025,272.06444,9.36611,5.613580000000001,4.99406,4.78714,4.528980000000001,61.03913043478261,0.42734974783616425,15959.8454533552,283.1555366612111,1224.0,4.63891825857102,261.4690828600111,20.052710307001924
140,0fd8a222-f76c-4503-a899-4984e4547b79,22,M,69,60,7,2,0,886.0,626.6,362.5,332.83889,322.0,299.32292,295.76167000000004,251.50917,237.275,6.84835,4.91603,4.51545,3.83983,3.6225199999999997,65.5,0.0,27067.91950900163,233.57005274959087,886.0,3.5659550038105476,413.25067952674243,13.526717557251908
141,07105ea2-5c35-4a9c-9638-87bfc6915bc3,40,M,401,400,0,0,1,1090.0,1092.2,381.94167000000004,362.25556,347.28,328.95833,321.94167000000004,301.61167,300.70056,5.72,4.341,4.02427,3.77015,3.7587599999999997,80.17955112219452,0.5724340992681931,16557.11343044191,289.42136238952537,1090.0,3.6096655361470407,206.50045053518303,13.594488678775813
142,848223aa-c618-4f3b-8362-fca0eb93dcee,49,M,80,80,0,0,0,981.0,860.6,446.80832999999996,415.23888999999997,364.89333,340.46875,342.96,319.08042,288.10332999999997,5.88071,4.0999300000000005,3.8534800000000002,3.5851699999999997,3.23712,89.0,0.0,20686.622916530294,302.47724086743045,981.0,3.398620683903713,232.43396535427297,11.02247191011236
143,b00b3df0-c54d-4b03-b066-578da3c21216,34,M,852,646,162,1,43,891.0,737.3333299999999,373.95,339.83889,316.24332999999996,299.00208,292.18167,248.69707999999997,245.79389,7.99551,5.31055,4.9817800000000005,4.27959,4.23418,61.56870190140845,3.1217322615527388,28725.28234369884,229.0798240752864,891.0,3.720718758081303,466.5565694351876,14.471638551463716
144,80d2c11e-2a8d-4557-afdc-cf5c17f8d66a,0,M,206,153,35,5,13,854.0,407.0,277.65,271.93332999999996,260.45667000000003,245.26458,230.64167,205.1875,191.74667,4.32055,3.5679,3.1594700000000002,2.8107900000000003,2.6266700000000003,73.0,0.0,20636.48881178396,190.5443270540098,854.0,2.610196261013833,282.69162755868433,11.698630136986301
145,3ddd3a12-ade0-4a7e-b9bb-dbc524be75f6,0,M,410,390,2,7,11,1152.0,713.6,406.15833,399.26667000000003,358.85332999999997,355.15417,349.18833,334.65417,304.815,7.19505,5.607080000000001,5.4560699999999995,5.2289699999999995,4.76273,64.02341463414633,0.199970777279477,14837.73052045828,322.8004398854337,1152.0,5.041912271159478,231.75475105860264,17.993417042545413
147,b1ff90b2-f866-421b-8925-3779f157b45c,38,M,288,192,95,0,1,744.367,668.86667,397.78333,361.93332999999996,305.68,279.69167000000004,272.0125,263.08167000000003,263.51444,7.8136600000000005,5.1548099999999994,4.58706,4.43645,4.44375,59.3,7.117795386730695e-15,17731.18761702132,246.90274574468083,744.367,4.163621344766962,299.00822288400207,12.55256323777403
148,2838e98a-d06d-4c1d-8fd8-1adc306ab1e3,58,M,175,66,58,45,6,1136.0,741.46667,384.44167000000004,361.11111,313.81333,305.83542,267.12167,243.625,242.31111,6.38311,4.1841800000000005,3.5616199999999996,3.2483299999999997,3.23081,75.0,0.0,31309.81117512277,219.18079621931258,1136.0,2.922410616257501,417.46414900163694,15.146666666666667
149,08856859-c093-4445-9905-a6a6eaebc274,50,M,128,102,4,0,22,662.0,498.53333,289.3,275.07777999999996,263.84333,247.57082999999997,236.66832999999997,226.955,220.26889,3.8570800000000003,3.2980400000000003,2.95835,2.8369400000000002,2.75336,80.0,0.0,11902.341181669355,217.51448458265142,662.0,2.7189310572831427,148.77926477086694,8.275
150,83edc45e-db7b-43b1-866a-253451058059,47,M,774,735,13,10,16,1334.0,861.1,452.96667,414.71111,388.0,375.89479,376.005,363.20333,311.46389,6.33396,4.85,4.70006,4.54004,3.8933,80.0,0.0,11320.211459901824,354.1640850245499,1334.0,4.427051062806873,141.5026432487728,16.675
151,f4696fbf-b5ec-444d-b71c-df443b27bd7c,57,M,35,26,0,0,9,706.0,598.26667,292.68332999999996,285.71667,248.44,243.39375,241.085,218.79417,216.62444,5.05071,3.4601699999999997,3.35773,3.12563,3.09463,71.27714285714283,1.0482718872410113,17174.592932896907,206.00147677577743,706.0,2.8901477881718094,240.9551259275231,9.904998597025697
152,7a37c0e6-03bf-488c-90e3-5c95b99c8e6a,36,M,173,0,0,0,173,570.6,452.86427000000003,223.40007000000003,207.98272,199.76228,195.81925,193.11335,187.9862,182.26412,3.8563,2.98153,2.8822900000000002,2.80576,2.72036,67.0,0.0,4979.247250409171,184.13194739770867,570.6,2.7482380208613235,74.31712314043538,8.516417910447762
153,74218e39-2779-4787-be90-08ef6a8d2626,32,M,261,94,80,83,4,1542.0,879.6,406.925,402.30556,397.25,350.34792000000004,348.835,344.88333,319.97611,7.313680000000001,5.72409,5.02647,4.969530000000001,4.6106300000000005,69.39963,0.0,9296.74261865794,335.99838533551554,1542.0,4.8415011050565475,133.9595415517048,22.2191386322953
154,809b5bb1-d4f5-4264-b0de-572ee1dda3b9,29,M,579,356,61,1,161,1555.0,633.1666700000001,346.54167,325.63333,306.35332999999997,271.5625,264.355,252.27417000000003,246.11333,6.48588,4.67724,4.03603,3.8515900000000003,3.7575300000000005,65.49874,0.0,15371.366189852706,239.3579425368249,1555.0,3.6543900315765603,234.6818609007243,23.740914710725733
155,ac12d248-42d2-47e3-a503-4a38855eec0e,0,M,1007,1005,1,0,1,936.0,651.53333,266.53958,246.5,224.41,205.71042,200.28916999999998,169.91583,160.98528000000002,4.61296,2.77049,2.4727099999999997,2.09773,1.98747,80.99006951340616,0.14064850911179028,21903.885770867433,154.2959172831424,936.0,1.9051214329134762,270.45149982544115,11.556972424194122
156,fc0a8287-91c3-4c6b-b81d-1bf979c3ad0d,27,M,102,101,0,0,1,1903.0,588.6,219.225,209.2,193.00666999999999,190.26041999999998,190.55167,176.57583,159.91443999999998,4.20374,3.3277,3.28537,3.04441,2.75715,58.0,0.0,9195.912775777397,170.0891660556465,1903.0,2.9325718285456293,158.5502202720241,32.810344827586206
157,3b4e6ca7-ba55-41ce-b3a5-c212e3e1216e,37,M,698,200,0,0,498,1267.0,1036.8666699999999,501.86667,424.32222,380.58667,352.7,353.12,306.8468,301.15605,10.20129,5.7664599999999995,5.27045,4.5798,4.49487,66.57988681948424,1.0220401615916903,31805.833551554824,283.9588721112929,1267.0,4.264934737440766,477.70933642150646,19.029771009301555
158,f5d42b9c-6d49-45bd-a1a7-fb9ae9f8d2ce,0,M,75,75,0,0,0,599.0,445.73332999999997,215.61667000000003,188.79443999999998,174.30333000000002,169.0,164.97,163.26833,157.25056,4.30085,2.9542900000000003,2.7961,2.76726,2.66526,59.0,0.0,4759.546036006548,158.93041099836333,599.0,2.693735779633277,80.67027179672115,10.152542372881356
159,fa493e72-7ba4-4d2c-97a9-e053e32d28ed,0,M,218,217,0,0,1,1608.0,909.8666699999999,489.825,429.26667000000003,416.48,381.375,370.11832999999996,324.5075,286.44222,9.28704,6.61079,5.87489,5.15091,4.5467,63.0,0.0,32133.960628477915,302.1431528805237,1608.0,4.795923061595614,510.06286711869706,25.523809523809526
161,d2eab5f4-4bac-4822-a59e-71d6b30f19e1,0,M,808,406,265,126,11,958.0,760.06667,382.8,367.12222,345.75,326.54167,306.87833,278.47125,263.85028,6.70971,4.88347,4.17514,3.9626699999999997,3.66459,72.39356435643565,1.0852089575758246,25551.591466448444,259.7187533878887,958.0,3.58759450093025,352.95390817674195,13.23322050124799
162,71574f85-9634-49fa-afdc-858a0acc4104,33,M,263,242,0,0,21,1824.0,1040.3333300000002,478.16667,426.26667000000003,401.51667000000003,355.05937,349.52917,320.9925,315.22333,8.13453,5.5381599999999995,4.8919999999999995,4.64533,4.51609,71.38288973384029,2.059508764339299,25080.782337152224,301.5210857119476,1824.0,4.2239966305119525,351.35566002817967,25.552341839914355
164,f2efbc14-fd5a-45c6-9158-a25914f08203,41,M,1606,1531,0,0,75,1202.6666699999998,1278.96774,511.71784,481.04709,457.69717,434.39334,428.73938,412.01083,407.81282999999996,9.66276,6.47379,6.06421,5.82759,5.7682199999999995,71.23815691158157,1.832412322231434,16137.761744680814,399.26945382978727,1202.6666699999998,5.604713416790769,226.53255564585237,16.88233837229548
165,1c6d880e-5ca4-4618-a902-c772de3f4b8a,29,M,213,213,0,0,0,879.0,732.73333,381.34167,366.52778,276.93,270.81875,267.86832999999996,242.33,219.52889,6.8417,4.4736400000000005,4.36111,3.90615,3.52566,61.802380281690134,1.0992709723909886,26035.917927986884,220.87045800327334,879.0,3.573817982358674,421.2769445014468,14.222753168949007
166,e3abcb9d-f0cb-4afd-8604-131185d589e4,38,F,26,9,16,1,0,767.977,673.09833,297.23662,286.49939,255.60217999999998,243.56896,232.61718,228.92708,163.55841999999998,6.94964,4.82268,4.388999999999999,4.319380000000001,3.08601,53.0,0.0,11041.135806873965,218.94359828150573,767.977,4.1310112883302965,208.32331711082952,14.490132075471697
167,a9f9b4d2-6cf8-4e85-8e6f-9d177ae7eaa2,47,M,737,476,0,0,261,1120.0,738.8,374.11667,351.78333,330.07,311.96042,306.78667,282.12332999999995,275.03722,7.221769999999999,5.32371,4.948169999999999,4.5503800000000005,4.4360800000000005,62.063002713704215,0.542500360642252,18925.32968248776,268.28482937806865,1120.0,4.322781973918711,304.937383867649,18.04617809367917
168,3b8dac22-909c-47c5-a8d2-b9a0d9f04ab4,44,M,195,48,60,0,87,832.0,591.53333,372.36667,360.22222,328.59,323.95,323.73167,321.51417000000004,300.04111,5.43806,4.44041,4.37475,4.34479,4.05461,74.0,0.0,5955.281764320767,315.67921891980365,832.0,4.265935390808157,80.47678059892928,11.243243243243244
170,2ebc0824-d493-4243-8bb5-dd76ff1dd77c,35,M,2050,640,1375,35,0,1164.0,958.0,467.62917000000004,437.07777999999996,390.10832999999997,364.01146,347.76667000000003,326.65333,299.45111,8.9153,5.32935,4.75091,4.46248,4.09086,73.20000000000002,1.4214322045914868e-14,25208.807184942707,306.1822237643208,1164.0,4.1828172645399,344.3826118161571,15.901639344262291
171,060e8ebe-06f0-4f3c-b85f-7a83c2b2e935,0,M,252,33,0,0,219,1200.0,921.2,365.75,373.86667,339.17699999999996,325.66875,312.2928,293.52225,260.75667000000004,7.395569999999999,4.7371099999999995,4.32063,4.099469999999999,3.6494400000000002,73.50277777777778,1.826005214136588,19843.021620294632,277.98670492635017,1200.0,3.7819891074973,269.962880590532,16.325913608707154
172,88f4c0ac-0395-43fc-ba56-d2031775788f,36,M,144,67,0,0,77,1048.0,791.2,332.59167,304.51667000000003,290.1,269.225,255.19832999999997,239.27083,220.98278,5.531619999999999,3.68623,3.24274,2.9836099999999997,2.75557,80.44175638888889,2.4619479036822893,16964.37468412443,226.19003896890342,1048.0,2.8118485861423355,210.89015762052222,13.028059642725008
